0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.268065167736912358e+00,8.374919373306362047e+00,6.739173978658177688e+00,8.422740743257079998e+00,9.622069698036824548e+00,-6.592357460086506471e-01
1.171367767959148409e+01,1.280244373424316251e+01,1.147146482510521182e+01,1.202949348883135272e+01,1.411880598799993969e+01,3.649895426382339103e+00
8.120059878371247208e+00,9.130415463668764886e+00,8.347082912456786019e+00,9.298231655913888005e+00,1.072936333135034026e+01,1.635476881838371921e-01
1.153182643588854361e+00,-5.998618991479848006e+00,-7.432759738028215324e+00,-6.641388611468349801e+00,-9.325962873554031418e+00,-9.902531170294274432e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153183131952425722e+00,-7.206867403021291807e+00,-7.806182295117043424e+00,-7.816696336507644283e+00,-1.009713292292811460e+01,-9.589561862274750936e+00
4.249496708656145927e+00,-5.595111274185674333e+00,-4.557248155849999982e+00,-4.812926207623397623e+00,-8.398967028784442235e+00,-8.995263012057854723e+00
9.622069574750252485e+00,-4.257253791441832913e-01,-6.683066083765959453e-01,-1.385414967867275582e+00,-5.534745518298255895e+00,-7.171510526232458105e+00
5.302522468783243959e+00,-6.459313060790947247e+00,-4.565543964228685248e+00,-3.823336013963945401e+00,-9.862695247579447155e+00,-1.010117301687716918e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.366184270279030777e+00,-5.825459511028927118e+00,-4.756803255082172832e+00,-3.811326881392411714e+00,-9.761041317475433132e+00,-1.091291496162815200e+01
-5.249054273203374699e+00,-4.662202192815018797e+00,3.207001277640784576e+00,-4.888415481530132389e+00,-6.705304871004528877e+00,-7.503200040275896932e+00
